주소,업소명,업종,연락처,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
서울특별시 동대문구 전농로15길 7 101호 (전농동),어머니의 고등어,한식_일반,02-224-9991,황태해장국,10000.0,청국장,9000.0,,
서울특별시 동대문구 신이문로 34-1 1층(이문동),영수네고기세상,한식_육류,02-969-7779,생삼겹살(200g),15000.0,뚝배기소불고기,7000.0,,
서울특별시 동대문구 답십리로51길 10,영칼국수,한식_면류,02-221-0994,칼국수,6000.0,수제비,6000.0,칼제비,6000.0
서울특별시 동대문구 사가정로7 1층,옛고을닭한마리,한식_육류,02-221-1316,백반,6500.0,닭곰탕,7000.0,,
서울특별시 동대문구 회기로21길 8-18 (회기동),오뚝식당,한식_일반,02-966-6680,된장찌개,8000.0,부대찌개,8000.0,제육볶음,10000.0
서울특별시 동대문구 장한로 18길 36,오케이(o.k) 밥집,한식_일반,02-221-3671,칼국수,6000.0,잔치국수,6000.0,,
"서울특별시 동대문구 고산자로38길 25 (제기동, 경동시장 다-11)",왕산골만두(그시절 그맛),한식_일반,,꽈배기,500.0,도너츠,500.0,,
서울특별시 동대문구 전농로 16길 33,우주미용실,미용업,02-224-2180,커트,3000.0,파마,12000.0,,
서울특별시 동대문구 답십리로 80 (답십리동),원더월커피로스터스,기타요식업,,텀블러(to go) 아메리카노,1500.0,아메리카노,3000.0,,
서울특별시 동대문구 이문로12길 4-3 (이문동),이문동사진관,기타비요식업,,증명사진,10000.0,여권사진,15000.0,,
서울특별시 동대문구 회기로19길 11 (회기동) 지1층,이송닭한마리,한식_육류,0507-1370-8465,닭칼국수,9000.0,,,,
서울특별시 동대문구 전농로3길 106 (답십리동),이야기카페,기타요식업,02-646-7786,아메리카노,2500.0,크로플,4000.0,,
서울특별시 동대문구 회기로13길 19 (회기동) 1층,인 더 베이글(In The Bagel),기타요식업,0507-1374-3338,훈제연어 샌드,7900.0,잠봉뵈르 샌드,5900.0,,
서울특별시 동대문구 회기로19길 18 (회기동) 2층,잇츠소유,일식,070-8160-6095,소유돈카츠,11000.0,카레덮밥,9000.0,,
서울특별시 동대문구 답십리로65길 131 (장안동),작렬곱창,한식_육류,02-221-0972,야채순대곱창,11000.0,순대곱창,11000.0,알곱창(2인),27000.0
서울특별시 동대문구 답십리로65길 124-3 1F동(장안동),장안골,한식_일반,02-224-9476,뚝배기불고기,6000.0,갈치조림,6000.0,청국된장,6000.0
서울특별시 동대문구 약령동길 97 1층(제기동),장진주,한식_일반,02-957-3993,콩나물비빔밥,9000.0,제육볶음,9000.0,부대찌개,9000.0
서울특별시 동대문구 답십리로51길 15-12 12호,전주곰탕,한식_일반,02-224-3399,소머리국밥,10000.0,도가니탕,10000.0,,
서울특별시 동대문구 휘경로51 지상1층(휘경동),정성 서울국수집,한식_면류,02-966-0579,멸치국수,5000.0,비빔국수,6000.0,칼국수,6000.0
서울특별시 동대문구 장한로10길 45 지하1층,제일정육식당,한식_육류,02-224-9925,목살(600g),18000.0,소뚝불고기,7000.0,,
서울특별시 동대문구 한천로14길 69 1층 (장안동),제주흑돼지알토란쌈밥,한식_일반,02-2246-8987,백반,6000.0,순두부찌개,7000.0,비빔밥,7000.0
서울특별시 동대문구 제기로38길 40 (청량리동) 1층(청량리동),지노돈까스,양식,02-959-3189,돈까스,8000.0,제육덮밥,8000.0,,
서울특별시 동대문구 왕산로37길 51 (제기동),청량리할머니냉면,한식_면류,02-963-5362,냉면,7000.0,냉면곱배기,9000.0,,
서울특별시 동대문구 고산자로38길 27 (제기동),충북식당,한식_일반,02-964-3031,청국장보리밥,8000.0,된장보리밥,8000.0,뚝배기불고기,8000.0
"서울특별시 동대문구 정릉천동로 58 (용두동, 롯데캐슬피렌체)",친친,중식,,짜장면,6000.0,짬봉,8000.0,볶음밥,8000.0
"서울특별시 동대문구 서울시립대로 160 105호(전농동, 영광빌딩)",칼리앤메리,한식_일반,,제육비빔밥,7000.0,불고기비빔밥,8000.0,,
서울특별시 동대문구 서울시립대로 49-3 (전농동),큰손갈비,한식_육류,02-221-0747,김치찌개,7000.0,된장찌개,7000.0,제육볶음,8000.0
서울특별시 동대문구 무학로 134 (용두동),태능 숯불갈비,한식_육류,02-966-5687,생삼겹살(200g),16000.0,뚝배기불고기,9000.0,,
서울특별시 동대문구 서울시립대로3길 8 (전농동),태평미용실,미용업,,파마,20000.0,커트,7000.0,,
서울특별시 동대문구 답십리로63길 11 (장안동),톤톤카페,기타요식업,,연유라떼,4500.0,아인슈페너,4800.0,에그타르트,2800.0
서울특별시 동대문구 왕산로9길 6 (용두동),푸드김밥,한식_일반,,김밥,2500.0,라면,3500.0,비빔밥,5000.0
서울특별시 동대문구 망우로 76 (휘경동),할매순대국,한식_일반,,순대국,9000.0,콩나물국밥,8000.0,,
"서울특별시 동대문구 장한로 150 (장안동, 1층)",행복한식탁,한식_일반,02-224-3335,바비큐치킨카츠,10000.0,육개장,9000.0,,
서울특별시 동대문구 왕산로35길 8 (청량리동),형제이발,이용업,,커트,7000.0,,,,
서울특별시 동대문구 왕산로 185 (청량리동) 1층,홍두깨손칼국수(청량리),한식_면류,,손칼국수,4000.0,손짜장면,4500.0,비빔밥,4500.0
서울특별시 동대문구 휘경로14길 15-1 (휘경동),휘경곱창,한식_육류,,야채곱창,10000.0,순대곱창,12000.0,알곱창,10000.0
서울특별시 중랑구 동일로109길 28-16,studio환히,기타비요식업,,사진촬영료,10000.0,,,,
서울특별시 중랑구 겸재로49길 22,강헤어컬렉션,미용업,02-220-4790,미용료(파마),25000.0,커트,10000.0,,
서울특별시 중랑구 망우로71길 31,광양불고기,한식_육류,02-492-1934,삼겹살(150g),10500.0,,,,
서울특별시 중랑구 면목로29길 21,금천이발관,이용업,02-492-5613,이용료(커트),7000.0,,,,
서울특별시 중랑구 망우로66길 75 1층,다담2900,한식_일반,02-493-3339,비빔밥,4500.0,냉면,5000.0,,
서울특별시 중랑구 봉화산로56길 120,다이렉트커피,기타요식업,0507-0288-7263,커피,2500.0,국산차,2500.0,,
서울특별시 중랑구  면목로33길 33,더 이등병,미용업,,이용료(커트),8000.0,,,,
서울특별시 중랑구 봉화산로 194 201호,린스튜디오,기타비요식업,0507-1412-0549,촬영비,15000.0,,,,
서울특별시 중랑구 봉화산로56길 69,마션,기타요식업,,커피,2000.0,,,,
서울특별시 중랑구 공릉로2길 22,박리김밥,한식_일반,02-949-7101,김밥,2500.0,된장찌개,6000.0,김치찌개,6000.0
서울특별시 중랑구 동일로130길 71,보원헤어,미용업,,미용료(파마),25000.0,커트,7000.0,,
서울특별시 중랑구 동일로99길 22,상록수미용실,미용업,,미용료(파마),25000.0,커트,7000.0,,
서울특별시 중랑구 용마산로 557,세븐돈가스,한식_일반,02-433-1644,김치찌개,6000.0,돈가스,7000.0,,
서울특별시 중랑구 봉우재로 41 (회진빌딩 2층),수지헤어,미용업,,이용료(커트),7000.0,,,,
서울특별시 중랑구 망우로 382-2,스타이발관,이용업,,이용료(커트),7000.0,,,,
서울특별시 중랑구 신내로7가길 13 1층,스텔라커피,기타요식업,,커피,2000.0,녹차,3000.0,,
서울특별시 중랑구 중랑천로10길 39 1층,신 쿡(cook),양식,02-439-2012,돈가스,7500.0,,,,
서울특별시 중랑구 면목로88길 5-9,아르카디아커피컴퍼니,기타요식업,02-640-9692,커피,2000.0,,,,
서울특별시 중랑구 사가정로50길 67,아폴로헤어크리닉,미용업,,미용료(파마),30000.0,커트,7000.0,,
서울특별시 중랑구 공릉로12가길 6 1층,와우돈까스,한식_일반,02-220-3607,돈가스,6000.0,냉면,6000.0,,
서울특별시 중랑구 신내로14길 26,왕짜장,중식,02-433-0202,짜장면,4500.0,짬뽕,6000.0,탕수육,15000.0
서울특별시 중랑구 용마산로129길 61-4,장미미용실,미용업,,미용료(파마),20000.0,커트,5000.0,,
서울특별시 중랑구 망우로62길 61,정가네홍두깨손칼국수,한식_면류,02-491-8457,칼국수,4500.0,냉면,5000.0,,
서울특별시 중랑구 중랑역로 15-1 2층,제일이발관,이용업,,이용료(커트),6000.0,,,,
서울특별시 중랑구 겸재로 161,짜장나루,중식,02-494-4774,자장면,4500.0,짬뽕,5500.0,,
서울특별시 중랑구 봉화산로 54,착한이발관,이용업,,이용료(커트),7000.0,,,,
서울특별시 중랑구 봉화산로4길 62,커피앤바복길이,기타요식업,,커피,2500.0,,,,
서울특별시 중랑구  면목로40길 16,포토아트,기타비요식업,02-435-1757,사진촬영료,10000.0,인화료,400.0,,
서울특별시 중랑구 동일로140길 15 1층,한밀청년밥상,한식_일반,,김치찌개,3000.0,,,,
서울특별시 중랑구 동일로163길 17,할매김밥,한식_일반,02-979-6227,김치찌개,5000.0,된장찌개,5000.0,,
서울특별시 중랑구  동일로120길 121-11,행운미용실,미용업,02-220-7385,미용료(파마),17000.0,커트,6000.0,,
서울특별시 중랑구 면목로33길 14 1층,현정미용실,미용업,,파마,20000.0,커트,5000.0,,
서울특별시 중랑구 봉화산로56길 153 지하2층,호계대중사우나,목욕업,02-433-5490,목욕료(성인),7500.0,,,,
서울특별시 중랑구 상봉중앙로6길 17,홍헤어샵,미용업,,미용료(파마),25000.0,미용료(커트),7000.0,,
서울특별시 중랑구 면목로48길 37,화성각,중식,02-432-8301,자장면,4000.0,짬뽕,5000.0,,
서울특별시 중랑구 용마산로 394,효자동이발소,이용업,,이용료(커트),7000.0,,,,
서울특별시 성북구 돌곶이로 141,5080실버미용실,미용업,02-942-9234,미용료(커트),10000.0,미용료(파마),30000.0,,
서울특별시 성북구 한천로101길 36 장월상가 203호,Shville세탁,세탁업,02-941-8423,와이셔츠,2500.0,정장,8000.0,운동화,5000.0
"서울특별시 성북구 성북로4길 52 스포츠센타동 5103호(돈암동, 한신한진아파트)",가나다라생고기,한식_일반,02-927-3392,삼겹살(180g),15000.0,,,,
서울특별시 성북구 동소문로20길 28-10 1층(동소문동5가),경성고기꾼 성신여대점,한식_일반,070-4048-0335,등심(150g),15000.0,갈비살(150g),16000.0,,
서울특별시 성북구 종암로18길 6 (종암동),나경미용실,미용업,,커트,10000.0,염색,20000.0,파마,30000.0
서울특별시 성북구 보문로 129,대풍손칼국수,한식_일반,02-953-3060,보쌈정식,7000.0,,,,
서울특별시 성북구 솔샘로6길 30-15 1층,도이칠란드 박,양식,0507-1335-4532,잠봉뵈르샌드위치,8900.0,잠봉프로마쥬샌드위치,8900.0,,
서울특별시 성북구 삼양로50,독일베이커리,기타요식업,,단팥빵,700.0,소보루빵,700.0,"크림빵, 앙금빵",700.0
서울특별시 성북구 개운사길 22-5 지하,동네,한식_일반,,"김치찌개, 된장찌개, 순두부찌개",6500.0,제육볶음,7000.0,생선구이,7000.0
서울특별시 성북구 보문로38길 53 (동소문동5가) 지하1층,로데오당구장,기타비요식업,,당구 10분(10:00~17:00),800.0,,,,
서울특별시 성북구 보문로40길 1,마포갈비,한식_육류,02-925-1964,돼지갈비(300g),16000.0,김치찌개,7000.0,된장찌개,6000.0
서울특별시 성북구 오패산로 6-9,명가추어탕보리밥,한식_일반,02-916-4443,추어탕,8000.0,보리밥,7000.0,,
서울특별시 성북구 화랑로25길 13,미락(우성),한식_육류,02-915-3334,"돼지갈비(200g),국내산",6000.0,"삼겹살(200g),국내산",8000.0,,
서울특별시 성북구 보문로 156-3,밀밭손칼국수,한식_일반,02-953-8894,육개장,8000.0,떡국,8000.0,설렁탕,9000.0
서울특별시 성북구 정릉로29길 8,서울숯불갈비,한식_육류,02-912-1902,돼지갈비(250g),14000.0,냉면,7000.0,,
서울특별시 성북구 아리랑로54 1층(동선동5가),아리랑 수미감자탕,한식_일반,0507-1386-9255,뼈해장국,8000.0,감자탕 소,25000.0,감자탕 중,32000.0
서울특별시 성북구 보문로34길 15 3층,아코 스터디카페,기타비요식업,02-929-8209,자유석기간권 2주,69000.0,자유석기간권 4주,99000.0,자유석기간권 12주,290000.0
"서울특별시 성북구 안암로 77 (안암로5가, 2층)",아프리카헤어,미용업,02-953-7779,커트,13000.0,파마,33000.0,염색,33000.0
서울특별시 성북구 오패산로10길 18 2층(하월곡동),어멍식당,한식_일반,,"김치찌개, 순두부찌개, 된장찌개",6000.0,제육볶음,7000.0,오징어볶음,7000.0
서울특별시 성북구 아리랑로19길 48 (정릉동),옐로치킨7&바로돈까스,한식_일반,02-913-2360,수제돈까스,7000.0,수제생선까스,8000.0,치킨1마리,13000.0
서울특별시 성북구 성북로8길 8 (성북동),옛날중국집,중식,02-764-0094,짜장면,6000.0,짬뽕,7000.0,탕수육,22000.0
서울특별시 성북구 보문로 157-1 1층,오늘김밥,한식_일반,02-925-8558,된장찌개,6000.0,김치찌개,6000.0,순두부찌개,6000.0
서울특별시 성북구 동소문로 118 (동선동1가) 지하 2층,올리브짐,기타비요식업,,헬스 1개월 ,79000.0, 헬스10개월 ,299000.0, 요가 10개월,349000.0
서울특별시 성북구 돌곶이로 29 1층(석관동),원도넛,기타요식업,02-695-0707,글레이즈,1300.0,초코링,1300.0,"딸기쉘, 꽈배기",1300.0
서울특별시 성북구 보문로30라길 15,원삼집,미용업,02-928-3343,삼겹살,15000.0,목살,16000.0,,
서울특별시 성북구 장위로38길 67,원준식당,한식_면류,02-915-0820,물냉면,6500.0,비빔냉면,6500.0,떡국,6000.0
서울특별시 성북구 안암로73-3,이모네식당,한식_일반,,제육덮밥,7000.0,"김치찌개, 된장찌개",6500.0,오징어볶음,8000.0
서울특별시 성북구 정릉로38길 8,정릉갈비,한식_육류,02-916-9466,돼지갈비(250g),15000.0,냉면,4000.0,,
서울특별시 성북구 동소문로20다길 30-9,제순식당,한식_일반,02-927-2007,제육볶음,8000.0,오징어볶음,9000.0,"된장찌개, 순두부찌개",7000.0
서울특별시 성북구 동소문로6길 4-23 1층(동소문동2가),조선부뚜막,한식_일반,02-762-8850,삼겹살(180g),12900.0,눈꽃목살(180g),12900.0,,
서울특별시 성북구 화랑로19길 81,지앤미미용실,미용업,02-941-0980,파마,30000.0,커트,10000.0,,
서울특별시 성북구 월곡로18길 4 2층(하월곡동),착한짬뽕더착한탕수육,중식,02-601-3559,짜장면,4500.0,짬뽕,6000.0,탕수육(대),13000.0
서울특별시 성북구 보국문로11길 18-2 2층,청년밥상 문간,한식_일반,02-743-6031,김치찌개,3000.0,사리,1000.0,,
서울특별시 성북구 고려대로1길 89,최진사댁두부마을,한식_일반,02-926-7281,돼지불백,8000.0,동태찌개,8000.0,두부찌개,8000.0
서울특별시 성북구 보문로40길 5,홍두깨손칼국수,한식_면류,02-953-5595,칼국수,5000.0,수제비,5000.0,잔치국수,3000.0
서울특별시 성북구 오패산로3길 119 1층(하월곡동),홍두깨손칼국수,한식_일반,02-942-1235,칼국수,5000.0,,,,
서울특별시 강북구 오패산로 273,럭키미용실,미용업,02-986-2530,커트,6000.0,파마,20000.0,,
서울특별시 강북구 솔매로43길 96,만미정 식당,한식_일반,02-983-8884,김치찌개백반,5000.0,부대찌개,5000.0,제육덮밥,5000.0
서울특별시 강북구 오현로9길 132,머리하는집,미용업,02-985-0234,커트,7000.0,파마,20000.0,염색,10000.0
서울특별시 강북구 인수봉로 79길 57,명동세탁소,세탁업,02-997-2861,양복세탁료,5000.0,의복수선료,3000.0,,
서울특별시 강북구 삼양로 663 1층,백곰집,한식_일반,02-900-5130,한우해장국,6000.0,부대찌개,7000.0,,
서울특별시 강북구 인수봉로 251-1,백양세탁소,세탁업,02-997-9390,양복세탁료,6000.0,의복수선료,3000.0,,
서울특별시 강북구 덕릉로40길 11 (번동),번동식당,한식_일반,02-985-0370,한식뷔페,5000.0,,,,
